title,year,gross_2013,budget_2013,roi,binary,clean_test,imdb,test,budget,domgross,intgross,code,domgross_2013,intgross_2013,period_code,decade_code
The Cable Guy,1996,242180039,69802752,3.4694912744987474,FAIL,notalk,tt0115798,notalk,47000000,60240295,102825796,1996FAIL,89466773,152713266,4,3
The Craft,1996,119465080,22277474,5.362595418134031,PASS,ok,tt0115963,ok,15000000,24769466,55669466,1996PASS,36786742,82678338,4,3
The English Patient,1996,461043830,51980772,8.869507170843866,PASS,ok,tt0116209,ok,35000000,78716374,231716374,1996PASS,116906798,344137032,4,3
The Fan,1996,55197536,81684071,0.6757441851790174,FAIL,notalk,tt0116277,notalk,55000000,18582965,18582965,1996FAIL,27598768,27598768,4,3
The First Wives Club,1996,426210263,44554948,9.56594681695061,PASS,ok,tt0116313,ok,30000000,105489203,181489203,1996PASS,156668864,269541399,4,3
The Glimmer Man,1996,84371747,66832422,1.2624373690960953,FAIL,notalk,tt0116421,notalk,45000000,20404841,36404841,1996FAIL,30304554,54067193,4,3
The Hunchback of Notre Dame,1996,632143892,148516493,4.2563884941721595,FAIL,notalk,tt0116583,notalk,100000000,100138851,325500000,1996FAIL,148722709,483421183,4,3
The Long Kiss Goodnight,1996,99350440,96535720,1.0291572901719694,FAIL,notalk,tt0116908,notalk-disagree,65000000,33447612,33447612,1996FAIL,49675220,49675220,4,3
The Mirror Has Two Faces,1996,122577996,62376927,1.9651175826600114,PASS,ok,tt0117057,ok,42000000,41267469,41267469,1996PASS,61288998,61288998,4,3
The Rock,1996,698233986,111387369,6.268520320288739,FAIL,notalk,tt0117500,notalk,75000000,134069511,336069511,1996FAIL,199115335,499118651,4,3
Trainspotting,1996,60152996,4604011,13.065345847349192,FAIL,men,tt0117951,men,3100000,16501785,24000785,1996FAIL,24507872,35645124,4,3
Twister,1996,1095737432,130694514,8.3839588859866,PASS,ok,tt0117998,ok,88000000,241888385,495900000,1996PASS,359244145,736493287,4,3
Walking and Talking,1996,4311830,1485165,2.903266640406958,PASS,ok,tt0118113,ok,1000000,1287480,1615787,1996PASS,1912120,2399710,4,3
When the Cat's Away,1996,6205696,445549,13.928200938617302,PASS,ok,tt0115856,ok,300000,1652472,2525984,1996PASS,2454193,3751503,4,3
Apollo 13,1995,773823056,99370665,7.787238376637612,PASS,ok,tt0112384,ok-disagree,65000000,172070496,334100000,1995PASS,263057839,510765217,4,3
Assassins,1995,173688511,76438973,2.2722507143051227,FAIL,notalk,tt0112401,notalk,50000000,30306268,83306268,1995FAIL,46331600,127356911,4,3
Batman Forever,1995,795821825,152877946,5.205602546491566,FAIL,notalk,tt0112462,notalk,100000000,184031112,336529144,1995FAIL,281342983,514478842,4,3
Before Sunrise,1995,16125582,3821949,4.219203866927581,FAIL,nowomen,tt0112471,nowomen,2500000,5274005,5274005,1995FAIL,8062791,8062791,4,3
Braveheart,1995,435007540,110072121,3.952022874166293,FAIL,men,tt0112573,men-disagree,72000000,75545647,209000000,1995FAIL,115492633,319514907,4,3
Casino,1995,233656053,79496532,2.939198064640103,FAIL,men,tt0112641,men-disagree,52000000,42438300,110400000,1995FAIL,64878801,168777252,4,3
Casper,1995,584954123,84082870,6.956876269803826,PASS,ok,tt0112642,ok,55000000,100328194,282300000,1995PASS,153379682,431574441,4,3
Clueless,1995,173053174,20944279,8.262551028851362,PASS,ok,tt0112697,ok,13700000,56598476,56598476,1995PASS,86526587,86526587,4,3
Congo,1995,356273898,76438973,4.660893311583346,FAIL,nowomen,tt0112715,nowomen,50000000,81022333,152022333,1995FAIL,123865278,232408620,4,3
Copycat,1995,98000624,30575589,3.2051916972065526,FAIL,dubious,tt0112722,dubious,20000000,32051917,32051917,1995FAIL,49000312,49000312,4,3
Die Hard: With a Vengeance,1995,710107731,137590151,5.161036061367503,FAIL,notalk,tt0112864,notalk,90000000,100012499,364480746,1995FAIL,152897054,557210677,4,3
Four rooms,1995,13150560,6115118,2.15049979411681,FAIL,notalk,tt0113101,notalk,4000000,4301000,4301000,1995FAIL,6575280,6575280,4,3
Home for the holidays,1995,60521560,30575589,1.9794078210562027,PASS,ok,tt0113321,ok,20000000,17468887,22119269,1995PASS,26706076,33815484,4,3
Jumanji,1995,555278107,99370665,5.587947982435259,PASS,ok,tt0113497,ok,65000000,100458310,262758310,1995PASS,153578601,401699506,4,3
Mallrats,1995,6446456,9325555,0.69126781194256,FAIL,notalk,tt0113749,notalk-disagree,6100000,2108367,2108367,1995FAIL,3223228,3223228,4,3
Mortal Kombat,1995,294391639,30575589,9.628322744657511,FAIL,notalk,tt0113855,notalk,20000000,70433227,122133227,1995FAIL,107676871,186714768,4,3
Outbreak,1995,207374570,76438973,2.7129429119881032,PASS,ok,tt0114069,ok,50000000,67823573,67823573,1995PASS,103687285,103687285,4,3
Pocahontas,1995,747083598,84082870,8.885086795919312,PASS,ok,tt0114148,ok-disagree,55000000,141579773,347100000,1995PASS,216444248,530639350,4,3
Pride and Prejudice,1995,243521068,42805825,5.688970321212125,PASS,ok,tt0112130,ok-disagree,28000000,38372662,120918508,1995PASS,58663337,184857731,4,3
Sabrina,1995,214882671,88669209,2.4234192841395483,PASS,ok,tt0114319,ok,58000000,53458319,87100000,1995PASS,81725980,133156691,4,3
Safe,1995,89643489,50449722,1.7768876704612961,PASS,ok,tt0114323,ok,33000000,17142080,41495213,1995PASS,26206460,63437029,4,3
Se7en,1995,654701768,45863384,14.275042766142159,FAIL,notalk,tt0114369,notalk,30000000,100125643,328125643,1995FAIL,153070026,501631742,4,3
Sense and Sensibility,1995,272103707,25224861,10.787124139157793,PASS,ok,tt0114388,ok,16500000,42993774,134993774,1995PASS,65727998,206375709,4,3
Showgirls,1995,88824392,61151178,1.452537709085506,PASS,ok,tt0114436,ok,40000000,20350754,37750754,1995PASS,31111815,57712577,4,3
Species,1995,265103961,53507281,4.954539943825589,FAIL,dubious,tt0114508,dubious,35000000,60054449,113354449,1995FAIL,91810008,173293953,4,3
Tank Girl,1995,12426938,38219486,0.32514665424856837,PASS,ok,tt0114614,ok,25000000,4064333,4064333,1995PASS,6213469,6213469,4,3
The American President,1995,256598945,94784326,2.7071875259206886,PASS,ok,tt0112346,ok,62000000,60022813,107822813,1995PASS,91761643,164837302,4,3
The Bridges of Madison County,1995,377659333,33633148,11.228783371690334,PASS,ok,tt0112579,ok,22000000,71516617,175516617,1995PASS,109333135,268326198,4,3
The Incredibly True Adventures of Two Girls in Love,1995,7166250,382195,18.75024529363283,PASS,ok,tt0113416,ok,250000,2210408,2477155,1995PASS,3379226,3787024,4,3
The Net,1995,246352820,33633148,7.3247029983634,PASS,ok,tt0113957,ok,22000000,50621733,110521733,1995PASS,77389465,168963355,4,3
The Quick and the Dead,1995,56725240,48920943,1.1595287523382367,FAIL,notalk,tt0114214,notalk-disagree,32000000,18552460,18552460,1995FAIL,28362620,28362620,4,3
The Usual Suspects,1995,88349578,9172677,9.631820459828685,FAIL,notalk,tt0114814,notalk,6000000,23341568,34449356,1995FAIL,35684110,52665468,4,3
Toy Story,1995,850476849,45863384,18.543700329657316,FAIL,notalk,tt0114709,notalk-disagree,30000000,191780865,364530148,1995FAIL,293190647,557286202,4,3
Twelve Monkeys,1995,345478043,44334604,7.792514465675615,FAIL,notalk,tt0114746,notalk,29000000,57141459,168841459,1995FAIL,87356689,258121354,4,3
Waterworld,1995,538883201,267536405,2.0142425140234654,FAIL,nowomen,tt0114898,nowomen-disagree,175000000,88246220,264246220,1995FAIL,134909008,403974193,4,3
Welcome to the Dollhouse,1995,14115116,1223024,11.54116027158911,PASS,ok,tt0114906,ok,800000,4198137,5034794,1995PASS,6418026,7697090,4,3
Ace Ventura: Pet Detective,1994,282011328,18859976,14.952899621929529,FAIL,men,tt0109040,men,12000000,72217396,107217396,1994FAIL,113501532,168509796,5,3
Beverly Hills Cop III,1994,254244739,78583235,3.235355976373332,FAIL,nowomen,tt0109254,nowomen,50000000,42586861,119180938,1994FAIL,66932266,187312473,5,3
Clerks.,1994,10950838,42435,258.06145870154353,FAIL,notalk,tt0109445,notalk,27000,3073428,3894240,1994FAIL,4830398,6120440,5,3
Crooklyn,1994,40939256,22003306,1.8605956759406972,PASS,ok,tt0109504,ok,14000000,13024170,13024170,1994PASS,20469628,20469628,5,3
Dumb & Dumber,1994,587135228,25146635,23.348461056519092,FAIL,men,tt0109686,men,16000000,127175374,246400000,1994FAIL,199877046,387258182,5,3
Ed Wood,1994,18320788,28289965,0.6476073052759167,PASS,ok,tt0109707,ok,18000000,5828466,5828466,1994PASS,9160394,9160394,5,3
Forrest Gump,1994,1585959028,86441558,18.34718235874462,FAIL,notalk,tt0109830,notalk-disagree,55000000,329694499,679400525,1994FAIL,518169206,1067789822,5,3
Legends of the Fall,1994,356775974,47149941,7.566838185439087,PASS,ok,tt0110322,ok,30000000,66502573,160502573,1994PASS,104519746,252256228,5,3
Little Women,1994,157176852,23574970,6.667107190380306,PASS,ok,tt0110367,ok,15000000,50003303,50003303,1994PASS,78588426,78588426,5,3
Naked Gun 33 1/3: The Final Insult,1994,160441366,47149941,3.4027903873729133,FAIL,men,tt0110622,men,30000000,51041856,51041856,1994FAIL,80220683,80220683,5,3
Police Academy: Mission to Moscow,1994,396836,15716647,0.02524940593244857,FAIL,notalk,tt0110857,notalk,10000000,126247,126247,1994FAIL,198418,198418,5,3
Priest,1994,178054919,94299882,1.8881775376982974,PASS,ok,tt0110889,ok,60000000,29136626,84154026,1994PASS,45793007,132261912,5,3
Pulp Fiction,1994,504280444,12573318,40.10718920813106,PASS,ok,tt0110912,ok-disagree,8000000,107928762,212928762,1994PASS,169627825,334652619,5,3
Speed,1994,635656872,47149941,13.481604823217063,PASS,ok,tt0111257,ok,30000000,121248145,283200000,1994PASS,190561429,445095443,5,3
Stargate,1994,421412559,86441558,4.875115265738269,FAIL,notalk,tt0111282,notalk,55000000,71565669,196565669,1994FAIL,112477236,308935323,5,3
Street Fighter,1994,208789368,55008264,3.7956000211168273,PASS,ok,tt0111301,ok,35000000,33423000,99423000,1994PASS,52529749,156259619,5,3
The Client,1994,329625900,70724911,4.66067606645698,PASS,ok,tt0109446,ok,45000000,92115211,117615211,1994PASS,144774225,184851675,5,3
The Hudsucker Proxy,1994,27904383,62866588,0.443866668889363,FAIL,notalk,tt0110074,notalk,40000000,2816518,14938149,1994FAIL,4426622,23477761,5,3
The Lion King,1994,2162076699,124633011,17.347544455938724,FAIL,notalk,tt0110357,notalk-disagree,79300000,422780140,952880140,1994FAIL,664468621,1497608078,5,3
The Mask,1994,741103177,28289965,26.196680589742687,FAIL,notalk,tt0110475,notalk,18000000,119920129,351620129,1994FAIL,188474233,552628944,5,3
The Santa Clause,1994,525931434,34576623,15.21060729383549,FAIL,notalk,tt0111070,notalk,22000000,144833357,189800000,1994FAIL,227629474,298301960,5,3
The Shadow,1994,100069778,62866588,1.5917800088021319,FAIL,nowomen,tt0111143,nowomen,40000000,31835600,31835600,1994FAIL,50034889,50034889,5,3
The Shawshank Redemption,1994,88772240,39291617,2.259317553665455,FAIL,nowomen,tt0111161,nowomen-disagree,25000000,28241469,28241469,1994FAIL,44386120,44386120,5,3
The Specialist,1994,180309488,70724911,2.5494480721227064,FAIL,notalk,tt0111255,notalk,45000000,57362581,57362581,1994FAIL,90154744,90154744,5,3
Timecop,1994,230888801,44006612,5.24668431643863,FAIL,notalk,tt0111438,notalk,28000000,44853581,102053581,1994FAIL,70494790,160394011,5,3
True Lies,1994,804036016,157166470,5.115824106757631,FAIL,notalk,tt0111503,notalk-disagree,100000000,146282411,365300000,1994FAIL,229906901,574129115,5,3
Cliffhanger,1993,546702919,104809829,5.216141694115349,FAIL,notalk,tt0106582,notalk,65000000,84049211,255000000,1993FAIL,135525899,411177020,5,3
Cool Runnings,1993,361049746,22574425,15.993751601646554,FAIL,notalk,tt0106611,notalk-disagree,14000000,68856263,155056263,1993FAIL,111027894,250021852,5,3
Dazed and Confused,1993,25640964,11125966,2.3046056405349433,PASS,ok,tt0106677,ok-disagree,6900000,7950889,7950889,1993PASS,12820482,12820482,5,3
Gettysburg,1993,34609808,40311473,0.8585597455096716,FAIL,nowomen,tt0107007,nowomen,25000000,10731997,10731997,1993FAIL,17304904,17304904,5,3
Groundhog Day,1993,228669160,23541900,9.713283974530517,FAIL,men,tt0107048,men-disagree,14600000,70906973,70906973,1993FAIL,114334580,114334580,5,3
Hocus Pocus,1993,126934348,45148849,2.8114636543669143,PASS,ok,tt0107120,ok,28000000,39360491,39360491,1993PASS,63467174,63467174,5,3
Jurassic Park,1993,2307969149,101584911,22.71960595604597,PASS,ok,tt0107290,ok-disagree,63000000,395708305,1035626872,1993PASS,638063379,1669905770,5,3
Mrs. Doubtfire,1993,1064998555,40311473,26.419241861988024,PASS,ok,tt0107614,ok,25000000,219195051,441286003,1993PASS,353443011,711555544,5,3
Pieces of April,1993,9867014,483738,20.39743414823727,PASS,ok,tt0311648,ok,300000,2528664,3590570,1993PASS,4077367,5789647,5,3
Schindler's List,1993,673093148,40311473,16.697309671616317,PASS,ok,tt0108052,ok,25000000,96067179,321365567,1993PASS,154904378,518188770,5,3
Super Mario Bros.,1993,67223112,67723274,0.9926146216734885,FAIL,dubious,tt0108255,dubious,42000000,20844907,20844907,1993FAIL,33611556,33611556,5,3
The Age of Innocence,1993,103245720,54823603,1.8832348541557913,PASS,ok,tt0106226,ok,34000000,32014993,32014993,1993PASS,51622860,51622860,5,3
The Fugitive,1993,866843518,70948192,12.217978972600175,FAIL,men,tt0106977,men,44000000,183875760,353715317,1993FAIL,296492106,570351412,5,3
The Princess and the Cobbler,1993,2158360,38699014,0.055772997213830826,FAIL,nowomen,tt0112389,nowomen,24000000,669276,669276,1993FAIL,1079180,1079180,5,3
The Remains of the Day,1993,140138701,24186884,5.7939956631040195,FAIL,nowomen,tt0107943,nowomen-disagree,15000000,22954968,63954968,1993FAIL,37013943,103124758,5,3
Tombstone,1993,182224190,40311473,4.520405146197461,PASS,ok,tt0108358,ok,25000000,56505065,56505065,1993PASS,91112095,91112095,5,3
A Few Good Men,1992,627345895,54791459,11.449702315829917,FAIL,notalk,tt0104257,notalk,33000000,141340178,236500000,1992FAIL,234673774,392672121,5,3
A League of Their Own,1992,398440153,66413889,5.999349819734243,PASS,ok,tt0104694,ok,40000000,107533925,132440066,1992PASS,178543655,219896498,5,3
Aladdin,1992,1197775223,46489723,25.76430113382263,FAIL,nowomen,tt0103639,nowomen,28000000,217350219,504050219,1992FAIL,360876835,836898388,5,3
Alien 3,1992,354363219,91319098,3.8804940780295487,FAIL,nowomen,tt0103644,nowomen-disagree,55000000,54927174,158500000,1992FAIL,91198182,263165037,5,3
Army of Darkness,1992,54801341,18263820,3.000541014968391,FAIL,men,tt0106308,men-disagree,11000000,11502976,21502976,1992FAIL,19098934,35702407,5,3
Batman Returns,1992,713381350,132827779,5.370724071205015,FAIL,nowomen,tt0103776,nowomen-disagree,80000000,162833635,266824291,1992FAIL,270360376,443020974,5,3
Buffy the Vampire Slayer,1992,47259024,11622431,4.06619097157901,PASS,ok,tt0103893,ok,7000000,14231669,14231669,1992PASS,23629512,23629512,5,3
Death Becomes Her,1992,344431230,91319098,3.771732721232091,PASS,ok,tt0104070,ok,55000000,58422650,149022650,1992PASS,97001885,247429345,5,3
El Mariachi,1992,6778946,11622,583.2856651178798,FAIL,nowomen,tt0104815,nowomen,7000,2040920,2041928,1992FAIL,3388636,3390310,5,3
Glengarry Glen Ross,1992,35615206,20754340,1.7160365494638712,FAIL,nowomen,tt0104348,nowomen,12500000,10725228,10725228,1992FAIL,17807603,17807603,5,3
Hero,1992,143245372,69734584,2.0541510938102103,FAIL,notalk,tt0104412,notalk,42000000,19487173,66787173,1992FAIL,32355474,110889898,5,3
Home Alone 2: Lost in New York,1992,884268339,33206945,26.629018086427404,FAIL,notalk,tt0104431,notalk,20000000,173585516,358994850,1992FAIL,288212232,596056107,5,3
Malcolm X,1992,159957554,58112153,2.7525663005464622,FAIL,dubious,tt0104797,dubious,35000000,48169910,48169910,1992FAIL,79978777,79978777,5,3
My Cousin Vinny,1992,175761596,18263820,9.623484900749132,FAIL,notalk,tt0104952,notalk,11000000,52929168,52929168,1992FAIL,87880798,87880798,5,3
Reservoir Dogs,1992,9404304,1992417,4.720048062227937,FAIL,nowomen,tt0105236,nowomen,1200000,2832029,2832029,1992FAIL,4702152,4702152,5,3
The Crying Game,1992,207698464,6641389,31.273347186861063,FAIL,men,tt0104036,men,4000000,62546695,62546695,1992FAIL,103849232,103849232,5,3
The Mighty Ducks,1992,168533004,16603472,10.150467564856314,FAIL,notalk,tt0104868,notalk,10000000,50752337,50752337,1992FAIL,84266502,84266502,5,3
The Muppet Christmas Carol,1992,90593550,19924167,4.546917820955827,FAIL,notalk,tt0104940,notalk-disagree,12000000,27281507,27281507,1992FAIL,45296775,45296775,5,3
The Player,1992,83985017,13282778,6.32285031037935,PASS,ok,tt0105151,ok,8000000,21706101,28876702,1992PASS,36039665,47945352,5,3
Wayne's World,1992,506064948,33206945,15.239732170484217,FAIL,notalk,tt0105793,notalk,20000000,121697323,183097323,1992FAIL,202059814,304005134,5,3
Beauty and the Beast,1991,1146901616,34216807,33.518662802172045,PASS,ok,tt0101414,ok-disagree,20000000,218951625,451421625,1991PASS,374591278,772310338,5,3
Bill & Ted's Bogus Journey,1991,128441940,34216807,3.7537675563941426,FAIL,notalk,tt0101452,notalk,20000000,37537675,37537675,1991FAIL,64220970,64220970,5,3
Hook,1991,719424876,119758826,6.007280632493842,FAIL,men,tt0102057,men,70000000,119654823,300854823,1991FAIL,204710301,514714575,5,3
Hudson Hawk,1991,58917634,111204624,0.5298128070645696,PASS,ok,tt0102070,ok,65000000,17218916,17218916,1991PASS,29458817,29458817,5,3
Robin Hood: Prince of Thieves,1991,951216821,85542018,11.11987819833757,FAIL,dubious,tt0102798,dubious,50000000,165493908,390500000,1991FAIL,283133658,668083163,5,3
Slacker,1991,4200140,39349,106.74070497344277,PASS,ok,tt0102943,ok,23000,1227508,1227508,1991PASS,2100070,2100070,5,3
Star Trek VI: The Undiscovered Country,1991,293903548,46192690,6.362555374021301,FAIL,men,tt0102975,men-disagree,27000000,74888996,96900000,1991FAIL,128123117,165780431,5,3
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,269138502,42771009,6.292545074164606,PASS,ok,tt0103060,ok,25000000,78656813,78656813,1991PASS,134569251,134569251,5,3
Terminator 2: Judgement Day,1991,1234671827,171084037,7.216756447008554,FAIL,dubious,tt0103064,dubious,100000000,204859496,516816151,1991FAIL,350481895,884189932,5,3
The Addams Family,1991,521813996,51325211,10.166816381914144,PASS,ok,tt0101272,ok,30000000,113502246,191502246,1991PASS,194184224,327629772,5,3
The Naked Gun 2 1/2: The Smell of Fear,1991,297448112,39349328,7.5591662454820066,FAIL,notalk,tt0102510,notalk,23000000,86930411,86930411,1991FAIL,148724056,148724056,5,3
The Silence of the Lambs,1991,695376938,34216807,20.32267177939777,PASS,ok,tt0102926,ok-disagree,20000000,130726716,275726716,1991PASS,223652543,471724395,5,3
White Fang,1991,118831862,23951765,4.9612987602375025,FAIL,notalk,tt0103247,notalk,14000000,34729091,34729091,1991FAIL,59415931,59415931,5,3
Back to the Future Part III,1990,590818548,71319016,8.284165726571437,FAIL,notalk,tt0099088,notalk,40000000,87666629,243700000,1990FAIL,156307443,434511105,5,3
Child's Play 2,1990,108888347,23178680,4.697780330890284,PASS,ok,tt0099253,ok,13000000,26904572,34166572,1990PASS,47970190,60918157,5,3
Dark Angel (I Come in Peace),1990,15592338,12480828,1.2493031712319087,FAIL,nowomen,tt0099817,nowomen,7000000,4372561,4372561,1990FAIL,7796169,7796169,5,3
Die Hard 2,1990,636768095,124808278,5.101970039198842,FAIL,dubious,tt0099423,dubious-disagree,70000000,117323878,239814025,1990FAIL,209185588,427582507,5,3
Edward Scissorhands,1990,192479280,35659508,5.397698700722399,PASS,ok,tt0099487,ok,20000000,53976987,53976987,1990PASS,96239640,96239640,5,3
Flatliners,1990,218621858,46357360,4.716011826385282,PASS,ok,tt0099582,ok,26000000,61308153,61308153,1990PASS,109310929,109310929,5,3
